PercentChange,Retweets,Favorites,Subjectivity,Polarity
-0.25626818118853345,33639.0,89269.0,0.2255969081080648,0.15625075065825464
-2.284563571974163,5657.0,54863.0,0.5144165381508409,0.07598837849746641
-0.6999715747583749,1870.0,36490.0,0.41022852115298675,0.08005972553254878
-2.222063191040196,18112.0,75126.0,0.3004081720206047,0.44096597647188607
-4.815926224108895,3273.0,0.0,0.7350247818854603,0.37924347353769905
9.49634755863129,16038.0,123579.0,0.3049060235194446,0.34746781757031225
0.08778089887640449,3208.0,14235.0,0.015775191576372565,-0.015775191576372565
4.171198035432376,18570.0,109329.0,0.0035434768282562243,0.0008814618975761753
0.08609271523178506,4823.0,59131.0,0.4053526753604153,0.72370815351659
2.650036392509757,1483.0,8447.0,0.0,0.0
2.62352144906051,149.0,7034.0,0.0,0.0
-0.1287648001005072,3892.0,39831.0,0.1742892121359976,0.11453392188703122
0.8490566037735813,18.0,588.0,0.0,0.0
-0.48643592142189035,6668.0,72547.0,0.3455601141759066,0.001504905776823981
0.5420818449583312,6645.0,66329.0,0.5224155178556746,0.30585528178986116
-3.197556642877175,398.0,12153.0,0.42654609194486504,0.3150203171062066
-6.086732558513893,6251.0,68227.0,0.05510352050269878,0.03825022154193185
10.900090502701365,3751.0,0.0,0.45454545454545453,0.2130681818181818
0.5872142625989176,17902.0,121305.0,0.8712023341738083,0.024437133190141302
4.838756851298305,3892.0,0.0,0.6,0.5
0.7476635514018711,6469.0,22327.0,0.27483302078992455,0.1642350500069454
-1.9743582643369413,680.0,18139.0,0.5836503887914697,0.5377052446995059
3.262711864406783,2491.0,9173.0,0.4213458855530615,0.18603521714054122
0.9684037751333507,716.0,0.0,0.45,0.2
-6.841149855048904,2208.0,13966.0,0.09339603684926426,0.024193149499196237
0.47114937180083893,30678.0,215702.0,0.4488700832499031,0.17860426918284697
0.6802524170671055,8556.0,16942.0,0.3703947368421052,0.19959016393442625
-5.5691325723814735,1836.0,0.0,0.0,0.0
-9.271099744245522,2701.0,592.0,0.43041679319769205,0.15208396598846036
-1.9262391355414643,26494.0,204739.0,0.39005997317760777,0.10892540328490216
1.2489307100085465,7192.0,87762.0,0.4534821246779142,0.002500070209434742
3.8357553227441783,4734.0,59376.0,0.3816847306318527,0.16569798751829634
-0.781122864117161,3842.0,15793.0,0.11245734657499364,0.11245734657499364
-2.6603247498769926,3376.0,30251.0,0.2280444285841734,0.1484476759746632
2.588427579699403,14865.0,39480.0,0.15218204679976693,0.052661238384395986
-0.847806441673368,1520.0,631.0,0.22768479776847977,0.30357973035797303
6.42393320964751,3445.0,32158.0,0.26243472660811085,0.1218118858362658
-1.5253867945086181,950.0,16826.0,0.11674448694869488,0.0
2.7408086491954657,2949.0,14835.0,0.485683249499039,-0.07672473725105304
-4.981538461538461,12287.0,55317.0,0.13356901958463996,-0.12204011596946927
0.9390887600790055,3190.0,1465.0,0.5381274615109202,0.2541353383458646
1.8537296406616461,5336.0,43393.0,0.1761784563606887,0.1499209916066408
-1.7515477708987945,16333.0,169517.0,0.605256347711715,0.377687292619496
2.7739075364154497,45293.0,285464.0,0.17038701888803323,0.12890124198501648
-3.8729356667488273,51107.0,304441.0,0.4171256061066298,0.29410246061478806
-2.2548799641014217,109870.0,412173.0,0.43405782665412623,0.07025446179720829
2.8873112426423595,20253.0,82060.0,0.6251036850970388,-0.19962280778916985
5.7336817950025525,9273.0,89654.0,0.3375940307756192,0.03455232983243536
8.536548605877918,4970.0,41846.0,0.0,0.0
-1.8718582497847667,359.0,10761.0,0.806310451638689,0.4593705035971223
-1.3217105821752921,51307.0,306359.0,0.6069515507018651,0.2767989781900805
-1.0497332644983723,3690.0,78084.0,0.3505743471845167,0.3997268895573981
-2.5930434782608773,9085.0,53438.0,0.5342412319539137,0.3598342194920754
-1.7657876412719293,14261.0,132029.0,0.5314573260114994,-0.14471329122795387
6.488549618320616,17963.0,129297.0,0.5273523963662154,0.20104578424930186
2.975479319565335,7094.0,52600.0,0.17849169654124927,0.03905536290637808
-1.093922651933696,11368.0,103031.0,0.06556875497163436,-0.011669682427293944
1.9886046251815452,9733.0,28038.0,0.29650475106248053,0.08322734136544663
-2.6728009639610164,7501.0,102598.0,0.32603690457939827,0.09305645154176932
-0.43894203714124996,448.0,6307.0,0.287638786084382,-0.09864544781643231
-1.755030522269947,124061.0,585923.0,0.5817299923727322,-0.06764684636756403
-0.2657998446624221,12742.0,11510.0,0.1869619625248027,0.016279913184292196
-0.5785881986467002,1029.0,14893.0,0.04276324512554258,-0.0833606365755279
-6.437481868291267,11087.0,75266.0,0.9892201460600937,-0.23758923174982835
-1.0883383460977927,82.0,1843.0,0.1347359307359307,0.043419913419913414
-0.8934169278996937,11695.0,112782.0,0.23597906976121427,0.016286593105553637
-4.950181875691912,8094.0,17224.0,0.02709285507393573,0.010561796801823661
-0.9317803660565761,71.0,1790.0,0.2944653412144009,0.03680816765180011
-1.1286530063822686,8328.0,2756.0,0.12730061349693256,0.1305321347724812
-2.881021947407747,9576.0,57928.0,0.6276727222748941,0.03867122689025834
0.47225914783459233,19216.0,173733.0,0.491416674663232,0.3206313680995203
-1.3648549841579192,37878.0,288040.0,0.009273958480353955,0.01954755490644886
-1.687316883758703,7495.0,60636.0,0.2574596977391594,0.06848423543532964
-0.3177623783706118,18612.0,183084.0,0.369100192864509,0.03245136716831743
0.279153534443936,13764.0,115260.0,0.3778803015741492,-0.00585175955049003
-0.2298850574712595,37973.0,356250.0,0.5619836625886026,0.5210952084709608
3.600950460829497,149851.0,675253.0,0.1682594348087183,0.01393393727451616
-2.2351804616314928,16361.0,248185.0,0.375985534486816,0.2866838802691499
1.1801087690612424,19316.0,43236.0,0.20343940508163874,0.05448056106208524
0.43913578078341825,16177.0,143009.0,0.2392537211635625,-0.03169315858716938
-0.7240293809024111,6433.0,52388.0,0.15545638462453884,0.17766443957090158
0.415741817284997,4042.0,47290.0,0.7434134652848126,-0.7434134652848126
6.424335988210942,7985.0,0.0,0.15619912335629305,0.04259976091535265
1.44401951734142,50315.0,313149.0,0.6800089947992491,0.14849699858923604
